sisben_area,sisben_score,spadies_any,cutoff
Other urban area,-46.70999908447266,1,-56.32
Main metro area,-59.04999923706055,1,-57.21
Other urban area,-44.70000076293945,1,-56.32
Other urban area,-23.24,1,-56.32
Rural area,-24.17000007629395,0,-40.75
Other urban area,-31.36000061035156,1,-56.32
Other urban area,-63.56999969482422,1,-56.32
Main metro area,-14.64000034332275,1,-57.21
Other urban area,-28.95000076293945,1,-56.32
Other urban area,-76.12999725341797,1,-56.32
Main metro area,-51.97999954223633,0,-57.21
Main metro area,-33.59000015258789,1,-57.21
Main metro area,-3.390000104904175,0,-57.21
Main metro area,-13.85999965667725,1,-57.21
Main metro area,-48.41999816894531,0,-57.21
Other urban area,-73.69000244140625,0,-56.32
Main metro area,-13.21000003814697,1,-57.21
Other urban area,-59.81999969482422,1,-56.32
Main metro area,-26.93000030517578,0,-57.21
Other urban area,-44.52000045776367,1,-56.32
Main metro area,-47.88000106811523,1,-57.21
Other urban area,-21.03000068664551,1,-56.32
Other urban area,-69.75,0,-56.32
Main metro area,-49.11999893188477,1,-57.21
Other urban area,-25.79999923706055,0,-56.32
Other urban area,-26.3700008392334,0,-56.32
Main metro area,-19,1,-57.21
Other urban area,-28.29000091552734,1,-56.32
Other urban area,-34.47999954223633,1,-56.32
Main metro area,-44.31000137329102,1,-57.21
Main metro area,-23.79999923706055,1,-57.21
Other urban area,-22.77000045776367,1,-56.32
Main metro area,-38.97999954223633,1,-57.21
Other urban area,-33.7599983215332,1,-56.32
Other urban area,-44.91999816894531,1,-56.32
Main metro area,-15.46000003814697,0,-57.21
Main metro area,-34.95999908447266,0,-57.21
Other urban area,-24.75,1,-56.32
Main metro area,-22.40999984741211,1,-57.21
Main metro area,-9.619999885559082,1,-57.21
Other urban area,-30.39999961853027,1,-56.32
Rural area,-24.01000022888184,1,-40.75
Rural area,-30.20999908447266,0,-40.75
Other urban area,-23.51000022888184,1,-56.32
Other urban area,-63.38000106811523,0,-56.32
Other urban area,-60.18999862670898,1,-56.32
Other urban area,-58.31999969482422,1,-56.32
Other urban area,-59.54999923706055,1,-56.32
Main metro area,-46.79999923706055,0,-57.21
Main metro area,-40.11999893188477,1,-57.21
Rural area,-9.840000152587891,1,-40.75
Other urban area,-26.69000053405762,1,-56.32
Main metro area,-3.619999885559082,1,-57.21
Main metro area,-16.78000068664551,1,-57.21
Main metro area,-16.95000076293945,0,-57.21
Other urban area,-42.66999816894531,1,-56.32
Rural area,-41.91999816894531,0,-40.75
Main metro area,-45.43000030517578,0,-57.21
Other urban area,-22.77000045776367,1,-56.32
Other urban area,-49.26,1,-56.32
Other urban area,-28.07999992370605,0,-56.32
Other urban area,-56.38999938964844,1,-56.32
Main metro area,-22.93000030517578,1,-57.21
Other urban area,-22.56999969482422,1,-56.32
Other urban area,-30.55999946594238,1,-56.32
Other urban area,-78.37000274658203,1,-56.32
Other urban area,-74.22000122070313,1,-56.32
Main metro area,-10.57999992370605,1,-57.21
Main metro area,-16.36000061035156,1,-57.21
Main metro area,-33.47999954223633,1,-57.21
Other urban area,-20.38999938964844,0,-56.32
Other urban area,-56.65999984741211,1,-56.32
Rural area,-37.06000137329102,1,-40.75
Main metro area,-18.06999969482422,1,-57.21
Main metro area,-59.25,0,-57.21
Main metro area,-59.68999862670898,0,-57.21
Other urban area,-66.06999969482422,1,-56.32
Other urban area,-27.79000091552734,1,-56.32
Main metro area,-20.23999977111816,1,-57.21
Other urban area,-45.34999847412109,1,-56.32
Rural area,-8.329999923706055,0,-40.75
Main metro area,-31.17000007629395,0,-57.21
Main metro area,-20.78000068664551,1,-57.21
Main metro area,-15.63000011444092,0,-57.21
Main metro area,-50.86999893188477,1,-57.21
Other urban area,-21.15999984741211,1,-56.32
Other urban area,-56.38999938964844,1,-56.32
Other urban area,-57.16999816894531,1,-56.32
Main metro area,-64.51999664306641,1,-57.21
Main metro area,-27.25,1,-57.21
Other urban area,-59.06000137329102,1,-56.32
Main metro area,-13.30000019073486,0,-57.21
Main metro area,-27.17000007629395,0,-57.21
Main metro area,-20.77000045776367,1,-57.21
Main metro area,-43.27999877929688,1,-57.21
Main metro area,-21.84000015258789,1,-57.21
Other urban area,-67.59999847412109,0,-56.32
Other urban area,-63.56000137329102,0,-56.32
Other urban area,-68.56999969482422,0,-56.32
Other urban area,-62.54000091552734,1,-56.32
Other urban area,-37.59000015258789,0,-56.32
Other urban area,-15.75,0,-56.32
Main metro area,-33.02000045776367,0,-57.21
Other urban area,-39.06999969482422,0,-56.32
Main metro area,-27.6299991607666,0,-57.21
Other urban area,-35.7599983215332,1,-56.32
Other urban area,-65.08999633789063,1,-56.32
Other urban area,-56.38999938964844,1,-56.32
Other urban area,-24.20000076293945,0,-56.32
Other urban area,-36.2400016784668,0,-56.32
Main metro area,-8.319999694824219,1,-57.21
Other urban area,-53.4900016784668,0,-56.32
Main metro area,-28,1,-57.21
Main metro area,-5.019999980926514,1,-57.21
Other urban area,-3.859999895095825,0,-56.32
Other urban area,-20.27000045776367,0,-56.32
Rural area,-58.54000091552734,0,-40.75
Other urban area,-62.06000137329102,0,-56.32
Other urban area,-76.83000183105469,1,-56.32
Other urban area,-62.31999969482422,1,-56.32
Rural area,-52.11000061035156,1,-40.75
Main metro area,-79.34999847412109,0,-57.21
Main metro area,-65.83999633789063,0,-57.21
Main metro area,-43.18000030517578,0,-57.21
Other urban area,-60.65000152587891,1,-56.32
Rural area,-45.2599983215332,0,-40.75
Main metro area,-54.70999908447266,0,-57.21
Rural area,-61.77000045776367,0,-40.75
Main metro area,-59.5099983215332,1,-57.21
Other urban area,-72.31999969482422,1,-56.32
Other urban area,-74.91000366210938,1,-56.32
Main metro area,-58.84999847412109,1,-57.21
Main metro area,-27.6,1,-57.21
Other urban area,-64.73999786376953,1,-56.32
Main metro area,-77.69000244140625,1,-57.21
Other urban area,-54.47000122070313,0,-56.32
Rural area,-41.84999847412109,1,-40.75
Main metro area,-50.97999954223633,1,-57.21
Rural area,-49.20999908447266,0,-40.75
Main metro area,-36.81999969482422,0,-57.21
Other urban area,-30.60000038146973,0,-56.32
Other urban area,-65.52999877929688,0,-56.32
Other urban area,-78.94999694824219,1,-56.32
Main metro area,-55.20999908447266,1,-57.21
Other urban area,-48.2599983215332,1,-56.32
Other urban area,-71.05999755859375,1,-56.32
Other urban area,-45.31999969482422,1,-56.32
Other urban area,-63.86999893188477,0,-56.32
Other urban area,-75.08000183105469,0,-56.32
Other urban area,-64.72000122070313,0,-56.32
Other urban area,-67,1,-56.32
Rural area,-41,1,-40.75
Other urban area,-21.85000038146973,0,-56.32
Other urban area,-77.12000274658203,1,-56.32
Other urban area,-61.38999938964844,1,-56.32
Main metro area,-61.56000137329102,1,-57.21
Rural area,-42.86000061035156,1,-40.75
Main metro area,-55.5099983215332,0,-57.21
Rural area,-60.22999954223633,1,-40.75
Other urban area,-62.08000183105469,0,-56.32
Other urban area,-64.31999969482422,1,-56.32
Other urban area,-70.84999847412109,1,-56.32
Rural area,-36.06,1,-40.75
Other urban area,-61.43999862670898,0,-56.32
Main metro area,-74.30000305175781,0,-57.21
Other urban area,-71.68000030517578,1,-56.32
Main metro area,-20.8700008392334,1,-57.21
Main metro area,-64.95999908447266,1,-57.21
Other urban area,-29.05999946594238,0,-56.32
Other urban area,-63.09000015258789,0,-56.32
Rural area,-23.70999908447266,1,-40.75
Other urban area,-59.93999862670898,0,-56.32
Other urban area,-57,1,-56.32
Other urban area,-77.25,0,-56.32
Other urban area,-82.12999725341797,0,-56.32
Other urban area,-53.86999893188477,1,-56.32
Other urban area,-62.18999862670898,0,-56.32
Other urban area,-78.5,1,-56.32
Other urban area,-86.30000305175781,0,-56.32
Other urban area,-62.2400016784668,1,-56.32
Other urban area,-29.36000061035156,1,-56.32
Rural area,-45,0,-40.75
Other urban area,-82.18000030517578,0,-56.32
Other urban area,-68.04000091552734,0,-56.32
Other urban area,-44.06999969482422,1,-56.32
Other urban area,-56.45000076293945,1,-56.32
Other urban area,-65.62000274658203,1,-56.32
Other urban area,-60.65999984741211,1,-56.32
Other urban area,-44.88000106811523,1,-56.32
Other urban area,-57.81999969482422,1,-56.32
Other urban area,-66.02999877929688,1,-56.32
Other urban area,-69.68000030517578,1,-56.32
Rural area,-50.45000076293945,0,-40.75
Other urban area,-87.75,0,-56.32
Rural area,-56.95000076293945,0,-40.75
Other urban area,-23.17000007629395,1,-56.32
Other urban area,-29.01000022888184,1,-56.32
Other urban area,-68.12000274658203,0,-56.32
Other urban area,-28.8700008392334,1,-56.32
Other urban area,-46.27000045776367,1,-56.32
Other urban area,-65.56999969482422,1,-56.32
Rural area,-16.82999992370605,1,-40.75
Other urban area,-68.30999755859375,0,-56.32
Other urban area,-71.77999877929688,0,-56.32
Other urban area,-36.25,1,-56.32
Other urban area,-58.68000030517578,1,-56.32
Other urban area,-70.23999786376953,1,-56.32
Other urban area,-47.68999862670898,1,-56.32
Other urban area,-20.80999946594238,1,-56.32
Other urban area,-39.68000030517578,0,-56.32
Other urban area,-61.77999877929688,1,-56.32
Other urban area,-65.20999908447266,0,-56.32
Other urban area,-21.64,0,-56.32
Main metro area,-42.75,1,-57.21
Other urban area,-44.34,1,-56.32
Other urban area,-13.35999965667725,1,-56.32
Other urban area,-60.66999816894531,0,-56.32
Other urban area,-60.54999923706055,1,-56.32
Other urban area,-71.61000061035156,0,-56.32
Other urban area,-51.70999908447266,1,-56.32
Other urban area,-51.63000106811523,1,-56.32
Other urban area,-61.08000183105469,1,-56.32
Other urban area,-59.40999984741211,0,-56.32
Other urban area,-68.31999969482422,1,-56.32
Other urban area,-12.96000003814697,0,-56.32
Other urban area,-43.33000183105469,1,-56.32
Other urban area,-58.11999893188477,0,-56.32
Other urban area,-47.66999816894531,1,-56.32
Other urban area,-18.59000015258789,1,-56.32
Main metro area,-8.409999847412109,1,-57.21
Other urban area,-60.86999893188477,1,-56.32
Other urban area,-72.84999847412109,1,-56.32
Other urban area,-65.93000030517578,1,-56.32
Other urban area,-19.04000091552734,0,-56.32
Other urban area,-11.22999954223633,1,-56.32
Other urban area,-49.65000152587891,1,-56.32
Other urban area,-59.65000152587891,1,-56.32
Other urban area,-69.23000335693359,1,-56.32
Other urban area,-57.7599983215332,1,-56.32
Other urban area,-66.97000122070313,0,-56.32
Other urban area,-45.02,1,-56.32
Other urban area,-64.68000030517578,1,-56.32
Other urban area,-27.09000015258789,0,-56.32
Other urban area,-54.11999893188477,1,-56.32
Other urban area,-61.02000045776367,1,-56.32
Other urban area,-57.34999847412109,0,-56.32
Other urban area,-66.86000061035156,1,-56.32
Other urban area,-47.41999816894531,1,-56.32
Other urban area,-44.29999923706055,1,-56.32
Other urban area,-48.33,1,-56.32
Other urban area,-73.11000061035156,1,-56.32
Other urban area,-30.97999954223633,1,-56.32
Other urban area,-68.94000244140625,1,-56.32
Other urban area,-50.90999984741211,1,-56.32
Other urban area,-47.75,1,-56.32
Other urban area,-59.88000106811523,1,-56.32
Other urban area,-22.71999931335449,0,-56.32
Other urban area,-39.61000061035156,0,-56.32
Other urban area,-60.20000076293945,1,-56.32
Other urban area,-29.13999938964844,0,-56.32
Other urban area,-46.31999969482422,1,-56.32
Main metro area,-27.43,1,-57.21
Other urban area,-9.470000267028809,0,-56.32
Other urban area,-58.61000061035156,1,-56.32
Other urban area,-57.29000091552734,1,-56.32
Other urban area,-17.64999961853027,1,-56.32
Other urban area,-62.59000015258789,1,-56.32
Other urban area,-15.53999996185303,1,-56.32
Other urban area,-58.90999984741211,0,-56.32
Other urban area,-65.51999664306641,0,-56.32
Other urban area,-67.34999847412109,1,-56.32
Other urban area,-52.09999847412109,1,-56.32
Other urban area,-76.5,1,-56.32
Other urban area,-67.76999664306641,0,-56.32
Other urban area,-70.04000091552734,1,-56.32
Rural area,-22.04999923706055,1,-40.75
Other urban area,-44.84999847412109,1,-56.32
Other urban area,-56.56000137329102,0,-56.32
Other urban area,-58.38000106811523,1,-56.32
Rural area,-47.27000045776367,1,-40.75
Main metro area,-35.0099983215332,1,-57.21
Other urban area,-58.36000061035156,1,-56.32
Other urban area,-36.15999984741211,1,-56.32
Rural area,-46,1,-40.75
Other urban area,-28.48999977111816,0,-56.32
Other urban area,-54.61000061035156,1,-56.32
Other urban area,-63.47000122070313,0,-56.32
Other urban area,-26.81999969482422,1,-56.32
Other urban area,-55.47000122070313,1,-56.32
Other urban area,-79.23000335693359,1,-56.32
Rural area,-59.13999938964844,1,-40.75
Rural area,-70.76999664306641,0,-40.75
Other urban area,-76.11000061035156,1,-56.32
Main metro area,-33.02999877929688,1,-57.21
Other urban area,-36.72999954223633,0,-56.32
Other urban area,-59.38000106811523,1,-56.32
Rural area,-34.61000061035156,1,-40.75
Other urban area,-36.81000137329102,0,-56.32
Other urban area,-58.29000091552734,1,-56.32
Other urban area,-46.84000015258789,0,-56.32
Other urban area,-47.68999862670898,0,-56.32
Other urban area,-33.65999984741211,0,-56.32
Other urban area,-49.09999847412109,0,-56.32
Main metro area,-64.81999969482422,1,-57.21
Main metro area,-75.04000091552734,1,-57.21
Main metro area,-36.47000122070313,0,-57.21
Main metro area,-58.91999816894531,0,-57.21
Main metro area,-72.05000305175781,1,-57.21
Main metro area,-62.56000137329102,1,-57.21
Main metro area,-77.09999847412109,0,-57.21
Main metro area,-66.33000183105469,1,-57.21
Other urban area,-31.69000053405762,1,-56.32
Main metro area,-62.31999969482422,1,-57.21
Main metro area,-59.54999923706055,0,-57.21
Main metro area,-44.65000152587891,0,-57.21
Main metro area,-60.02000045776367,1,-57.21
Main metro area,-44.15000152587891,0,-57.21
Main metro area,-61.04000091552734,1,-57.21
Main metro area,-34.88999938964844,0,-57.21
Other urban area,-77.37999725341797,1,-56.32
Main metro area,-42.56999969482422,1,-57.21
Main metro area,-67.11000061035156,0,-57.21
Main metro area,-66.33000183105469,1,-57.21
Main metro area,-63.54999923706055,1,-57.21
Main metro area,-55.22999954223633,0,-57.21
Main metro area,-70.76999664306641,1,-57.21
Main metro area,-74.12000274658203,0,-57.21
Main metro area,-57.79999923706055,0,-57.21
Main metro area,-67.08000183105469,0,-57.21
Main metro area,-75.30000305175781,1,-57.21
Main metro area,-74.93000030517578,1,-57.21
Main metro area,-49.22999954223633,1,-57.21
Main metro area,-44.83,1,-57.21
Main metro area,-65.83000183105469,0,-57.21
Main metro area,-27.22999954223633,0,-57.21
Main metro area,-63.65999984741211,0,-57.21
Main metro area,-49.43999862670898,1,-57.21
Main metro area,-61.79000091552734,0,-57.21
Other urban area,-72.44000244140625,1,-56.32
Main metro area,-46.7599983215332,1,-57.21
Main metro area,-65.86000061035156,1,-57.21
Main metro area,-48.18,1,-57.21
Main metro area,-64.81999969482422,0,-57.21
Main metro area,-67.34999847412109,0,-57.21
Other urban area,-71.58000183105469,0,-56.32
Main metro area,-67.08000183105469,1,-57.21
Main metro area,-60.40000152587891,0,-57.21
Other urban area,-59.04999923706055,1,-56.32
Main metro area,-41.2400016784668,1,-57.21
Main metro area,-44.04999923706055,1,-57.21
Other urban area,-18.03000068664551,1,-56.32
Main metro area,-68.56999969482422,1,-57.21
Main metro area,-64.81999969482422,1,-57.21
Main metro area,-67.06999969482422,0,-57.21
Main metro area,-60.43000030517578,0,-57.21
Main metro area,-40.93000030517578,1,-57.21
Main metro area,-75.91000366210938,1,-57.21
Main metro area,-60.34000015258789,1,-57.21
Main metro area,-66.08999633789063,1,-57.21
Main metro area,-60.65000152587891,1,-57.21
Main metro area,-50.18999862670898,0,-57.21
Main metro area,-51.88999938964844,0,-57.21
Main metro area,-68.16000366210938,1,-57.21
Main metro area,-62.13000106811523,1,-57.21
Other urban area,-70.58999633789063,1,-56.32
Main metro area,-22.3700008392334,0,-57.21
Other urban area,-59.04000091552734,1,-56.32
Main metro area,-55.22999954223633,0,-57.21
Main metro area,-65.27999877929688,0,-57.21
Main metro area,-58.34999847412109,0,-57.21
Main metro area,-72,1,-57.21
Main metro area,-61.38999938964844,1,-57.21
Main metro area,-62.2400016784668,1,-57.21
Main metro area,-73.55000305175781,1,-57.21
Main metro area,-47.88,1,-57.21
Main metro area,-57.31999969482422,1,-57.21
Main metro area,-68.19999694824219,1,-57.21
Main metro area,-61.97999954223633,1,-57.21
Main metro area,-62.58000183105469,1,-57.21
Main metro area,-60.40000152587891,1,-57.21
Main metro area,-64,0,-57.21
Main metro area,-59.31999969482422,1,-57.21
Main metro area,-64.80000305175781,1,-57.21
Other urban area,-66.69000244140625,1,-56.32
Main metro area,-62.36000061035156,1,-57.21
Main metro area,-77.48000335693359,1,-57.21
Other urban area,-12.4399995803833,0,-56.32
Main metro area,-75.87000274658203,1,-57.21
Main metro area,-67.20999908447266,0,-57.21
Main metro area,-73.06999969482422,0,-57.21
Main metro area,-72,1,-57.21
Main metro area,-62.97999954223633,0,-57.21
Main metro area,-62.70999908447266,0,-57.21
Main metro area,-14.21000003814697,1,-57.21
Other urban area,-33.72999954223633,1,-56.32
Other urban area,-78.09999847412109,0,-56.32
Main metro area,-60.90999984741211,0,-57.21
Main metro area,-58.31000137329102,0,-57.21
